2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	1
118	1
119	1
120	1
121	1
122	1
123	1
124	1
125	1
126	1
127	1
128	1
129	1
130	1
131	1
132	1
133	1
134	1
135	1
136	1
137	1
138	1
139	1
140	1
141	1
142	1
143	1
144	1
145	1
146	1
147	1
148	1
149	2
150	2
151	2
152	2
153	2
154	2
155	2
156	2
157	2
158	2
159	2
160	2
161	2
162	2
163	2
164	2
165	2
166	2
167	2
168	2
169	2
170	2
171	2
172	2
173	2
174	2
175	2
176	2
177	2
178	2
179	2
180	2
181	3
182	3
183	3
184	3
185	3
186	3
187	3
188	3
189	3
190	3
191	3
192	3
193	3
194	3
195	3
196	3
197	3
198	3
199	3
200	3
201	3
202	3
203	4
204	4
205	4
206	4
207	4
208	4
209	4
210	4
211	4
212	4
213	4
214	4
215	4
216	4
217	4
218	4
219	4
220	4
221	4
222	4
223	4
224	4
225	4
226	4
227	4
228	4
229	4
230	4
231	4
232	4
233	4
234	4
235	4
236	4
237	4
238	4
239	4
240	4
241	4
242	4
243	4
244	4
245	4
246	4
247	4
248	4
249	4
250	4
251	4
252	4
253	4
254	5
255	5
256	5
257	5
258	5
259	5
260	5
261	5
262	5
263	5
264	5
265	5
266	5
267	5
268	5
269	6
270	6
271	6
272	6
273	6
274	6
275	6
276	6
277	6
278	6
279	6
280	6
281	6
282	6
283	6
284	6
285	7
286	7
287	7
288	7
289	7
290	7
291	7
292	7
293	7
294	7
295	7
296	7
297	7
298	7
299	7
300	7
301	7
302	7
303	7
304	7
305	7
306	7
307	7
308	7
309	7
310	7
311	7
312	7
313	7
314	7
315	7
316	7
317	7
318	7
319	7
320	7
321	7
322	7
323	8
324	8
325	8
326	8
327	8
328	8
329	8
330	8
331	8
332	8
333	8
334	8
335	8
336	8
337	8
338	8
339	8
340	8
341	8
342	8
343	8
344	8
345	8
346	8
347	8
348	8
349	8
350	8
351	8
352	8
353	9
354	9
355	9
356	9
357	9
358	9
359	9
360	9
361	9
362	9
363	9
364	9
365	9
366	9
367	9
368	9
369	9
370	10
371	10
372	10
373	10
374	10
375	10
376	10
377	10
378	10
379	10
380	10
381	10
382	10
383	10
384	10
385	10
386	10
387	10
388	10
389	10
390	10
391	10
392	11
393	11
394	11
395	11
396	11
397	11
398	11
399	11
400	11
401	11
402	11
403	12
404	12
405	12
406	12
407	13
408	13
409	13
410	13
411	14
412	14
413	14
414	14
415	14
416	14
417	14
418	14
419	15
420	15
421	15
422	15
423	15
424	15
425	15
426	15
427	15
428	15
429	15
430	15
431	15
432	15
433	15
434	15
435	15
436	15
437	15
438	15
439	15
440	15
441	15
442	15
443	15
444	15
445	15
446	15
447	15
448	15
449	15
450	15
451	15
452	15
453	15
454	15
455	15
456	15
457	16
458	16
459	16
460	16
461	17
462	17
463	17
464	17
465	17
466	17
467	17
468	17
469	17
470	17
471	17
472	17
473	17
474	17
475	17
476	17
477	17
478	17
479	17
480	17
481	18
482	18
483	18
484	18
485	19
486	19
487	19
488	19
489	19
490	19
491	19
492	19
493	19
494	19
495	19
496	19
497	20
498	20
499	20
500	20
501	20
502	20
503	20
504	20
505	21
506	21
507	21
508	21
509	21
510	21
511	21
512	21
513	21
514	21
515	21
516	21
517	21
518	21
519	21
520	21
521	21
522	21
523	21
524	21
525	21
526	21
527	21
528	21
529	21
530	21
531	21
532	21
533	21
534	21
535	21
536	22
537	22
538	22
539	22
540	22
541	22
542	22
543	22
544	22
545	22
546	22
547	23
548	23
549	23
550	24
551	24
552	24
553	24
554	24
555	24
556	24
557	24
558	24
559	24
560	25
561	25
562	25
563	25
564	25
565	25
566	26
567	27
568	27
569	27
570	27
571	27
572	27
573	27
574	27
575	27
576	27
577	27
578	27
579	27
580	27
581	27
582	27
583	27
584	27
585	27
586	28
587	28
588	29
589	29
590	29
591	29
592	29
593	29
594	29
595	30
596	30
597	31
598	31
599	32
600	32
601	32
602	32
603	32
604	32
605	33
606	33
607	33
608	33
609	33
610	33
611	33
612	33
613	33
614	33
615	33
616	33
617	33
618	33
619	33
620	33
621	33
622	33
623	33
624	33
625	33
626	33
627	34
628	34
629	34
630	34
631	34
632	34
633	34
634	34
635	34
636	34
637	34
638	34
639	34
640	34
641	34
642	34
643	34
644	34
645	34
646	34
647	34
648	34
649	34
650	34
651	34
652	34
653	35
654	35
655	35
656	35
657	35
658	35
659	35
660	35
661	35
662	35
663	35
664	35
665	35
666	35
667	35
668	35
669	36
670	36
671	36
672	36
673	37
674	37
675	37
676	37
677	37
678	37
679	37
680	37
681	38
682	38
683	38
684	38
685	38
686	38
687	38
688	38
689	39
690	39
691	39
692	39
693	39
694	39
695	39
696	39
697	39
698	39
699	40
700	40
701	40
702	41
703	41
704	41
705	42
706	42
707	42
708	42
709	42
710	42
711	42
712	42
713	42
714	42
715	42
716	42
717	42
718	42
719	43
720	43
721	43
722	43
723	43
724	43
725	43
726	43
727	43
728	43
729	43
730	43
731	43
732	43
733	43
734	43
735	44
736	44
737	44
738	44
739	44
740	44
741	44
742	44
743	44
744	44
745	44
746	44
747	44
748	44
749	44
750	44
751	44
752	44
753	44
754	44
755	44
756	44
757	44
758	45
759	46
760	46
761	46
762	46
763	46
764	46
765	46
766	46
767	46
768	46
769	46
770	46
771	46
772	46
773	46
774	46
775	46
776	46
777	46
778	46
779	47
780	48
781	48
782	48
783	49
784	49
785	49
786	49
787	49
788	49
789	49
790	49
791	49
792	50
793	50
794	50
795	51
796	51
797	51
798	51
799	51
800	52
801	52
802	52
803	52
804	52
805	52
806	53
807	53
808	53
809	53
810	53
811	53
812	54
813	54
814	54
815	54
816	54
817	55
818	55
819	56
820	56
821	56
822	56
823	57
824	57
825	57
826	57
827	58
828	58
829	59
830	59
831	59
832	60
833	60
834	60
835	60
836	60
837	60
838	60
839	61
840	61
841	61
842	61
843	61
844	61
845	62
846	62
847	62
848	63
849	63
850	63
851	63
852	63
853	63
854	63
855	63
856	63
857	63
858	63
859	63
860	63
861	63
862	63
863	63
864	63
865	63
866	63
867	63
868	63
869	63
870	63
871	63
872	63
873	63
874	64
875	65
876	66
877	66
878	66
879	66
880	66
881	66
882	66
883	66
884	66
885	66
886	66
887	66
888	66
889	66
890	66
891	66
892	66
893	67
894	67
895	68
896	68
897	68
898	68
899	68
900	68
901	68
902	68
903	68
904	68
905	69
906	69
907	70
908	70
909	70
910	70
911	70
912	70
913	70
914	70
915	70
916	70
917	70
918	70
919	71
920	71
921	71
922	71
923	71
924	71
925	72
926	72
927	72
928	73
929	73
930	73
931	73
932	73
933	73
934	73
935	73
936	73
937	74
938	74
939	74
940	74
941	74
942	74
943	74
944	74
945	74
946	74
947	74
948	74
949	74
950	75
951	75
952	75
953	75
954	76
955	76
956	76
957	77
958	78
959	79
960	79
961	80
962	80
963	81
964	81
965	81
966	81
967	81
968	82
969	82
970	82
971	82
972	83
973	83
974	83
975	83
976	83
977	83
978	83
979	83
980	84
981	84
982	84
983	84
984	84
985	84
986	84
987	85
988	85
989	85
990	85
991	85
992	86
993	86
994	86
995	86
996	86
997	87
998	88
999	89
1000	89
